지점,지점명,일시,풍향(deg),풍속(KT),순간풍속(KT),시정(m),일기현상,전운량(1/8),1층 운량(1/8),2층 운량(1/8),3층 운량(1/8),4층 운량(1/8),1층 운형,2층 운형,3층 운형,4층 운형,1층 운고(FT),2층 운고(FT),3층 운고(FT),4층 운고(FT),기온(°C),이슬점온도(°C),해면기압(hPa),현지기압(hPa),강수량(mm)
113,인천공항,2025-01-03 19:00,270,8,,10000,70.0,7,4.0,7.0,,,6.0,6.0,,,2000.0,4500.0,,,1.1,-2.9,1026.3,1025.4,0.0
113,인천공항,2025-01-05 02:00,140,7,,10000,68.0,8,6.0,8.0,,,6.0,4.0,,,3500.0,10000.0,,,1.8,-2.6,1023.1,1022.2,0.0
113,인천공항,2025-01-05 03:00,140,9,,10000,68.0,8,7.0,8.0,,,6.0,4.0,,,3500.0,10000.0,,,1.8,-2.8,1022.8,1021.9,0.0
113,인천공항,2025-01-05 04:00,150,9,,10000,68.0,7,5.0,7.0,,,6.0,4.0,,,4000.0,10000.0,,,1.9,-2.0,1022.3,1021.4,0.0
113,인천공항,2025-01-05 05:00,140,10,,10000,68.0,8,7.0,8.0,,,6.0,4.0,,,3000.0,10000.0,,,1.6,-1.2,1021.4,1020.5,0.1
113,인천공항,2025-01-09 00:00,320,22,,8000,70.0,6,2.0,6.0,,,7.0,6.0,,,1500.0,3000.0,,,-6.8,-13.3,1025.3,1024.4,0.0
113,인천공항,2025-01-13 07:00,120,6,,8000,70.0,7,7.0,,,,6.0,,,,4000.0,,,,-1.9,-6.3,1027.0,1026.1,0.0
113,인천공항,2025-01-14 02:00,130,5,,2500,68.0,8,5.0,7.0,8.0,,6.0,6.0,4.0,,3500.0,6000.0,10000.0,,1.9,0.6,1023.7,1022.8,0.0
113,인천공항,2025-01-14 04:00,50,3,,3000,68.0,8,5.0,8.0,,,6.0,6.0,,,3000.0,6000.0,,,1.8,0.8,1023.5,1022.7,0.0
113,인천공항,2025-01-16 08:00,130,8,,10000,70.0,7,7.0,,,,6.0,,,,3500.0,,,,-1.3,-5.9,1026.1,1025.2,0.0
113,인천공항,2025-01-16 09:00,120,8,,8000,70.0,7,7.0,,,,6.0,,,,3000.0,,,,-1.1,-5.2,1026.3,1025.4,0.0
113,인천공항,2025-01-16 10:00,140,6,,10000,70.0,7,7.0,,,,6.0,,,,2500.0,,,,-0.7,-4.2,1026.3,1025.4,0.0
113,인천공항,2025-01-27 03:00,190,9,,5000,68.0,8,5.0,8.0,,,7.0,6.0,,,500.0,2500.0,,,1.4,0.3,1017.2,1016.4,0.5
113,인천공항,2025-01-27 04:00,190,8,,5000,68.0,8,5.0,8.0,,,7.0,6.0,,,400.0,2500.0,,,0.7,0.2,1016.2,1015.4,2.1
113,인천공항,2025-01-27 05:00,210,4,,5000,71.0,8,5.0,8.0,,,7.0,6.0,,,300.0,2000.0,,,0.4,0.0,1015.7,1014.8,1.5
113,인천공항,2025-01-27 06:00,230,4,,5000,68.0,8,5.0,8.0,,,7.0,6.0,,,400.0,2000.0,,,0.5,0.1,1015.3,1014.4,1.1
113,인천공항,2025-01-27 07:00,260,17,28.0,1200,71.0,8,5.0,8.0,,,7.0,6.0,,,400.0,2000.0,,,0.2,-0.3,1015.7,1014.8,1.2
113,인천공항,2025-01-27 14:00,230,18,,5000,70.0,8,8.0,,,,6.0,,,,2500.0,,,,0.5,-3.4,1015.0,1014.1,0.0
113,인천공항,2025-01-27 15:00,250,17,,1500,71.0,8,6.0,8.0,,,7.0,6.0,,,500.0,3500.0,,,-1.1,-2.5,1014.8,1013.9,0.2
113,인천공항,2025-01-27 16:00,280,20,30.0,5000,70.0,8,6.0,8.0,,,7.0,6.0,,,1000.0,3500.0,,,-0.2,-4.2,1014.8,1013.9,0.0
113,인천공항,2025-01-27 17:00,280,18,,5000,70.0,7,3.0,7.0,,,7.0,6.0,,,1000.0,2500.0,,,-1.0,-4.3,1014.9,1014.0,0.0
113,인천공항,2025-01-27 18:00,280,17,,5000,70.0,7,3.0,7.0,,,7.0,6.0,,,1000.0,3000.0,,,-0.7,-5.8,1014.9,1014.0,0.0
113,인천공항,2025-01-27 19:00,270,20,,8000,70.0,7,3.0,7.0,,,7.0,6.0,,,1000.0,3000.0,,,-1.3,-5.1,1015.3,1014.4,
113,인천공항,2025-01-27 20:00,280,19,,8000,70.0,7,3.0,7.0,,,7.0,6.0,,,1000.0,3000.0,,,-1.3,-5.6,1015.7,1014.8,0.0
113,인천공항,2025-01-27 21:00,290,17,27.0,8000,70.0,7,7.0,,,,6.0,,,,3000.0,,,,-1.2,-6.2,1015.7,1014.8,0.0
113,인천공항,2025-01-27 22:00,290,20,30.0,10000,70.0,7,7.0,,,,6.0,,,,2000.0,,,,-1.6,-5.1,1015.7,1014.8,0.0
113,인천공항,2025-01-27 23:00,300,14,,10000,70.0,7,3.0,7.0,,,7.0,6.0,,,1400.0,2500.0,,,-2.2,-4.9,1015.8,1014.9,0.0
113,인천공항,2025-01-28 00:00,280,20,,10000,70.0,7,4.0,7.0,,,7.0,6.0,,,1500.0,2500.0,,,-2.1,-5.8,1015.7,1014.9,0.0
113,인천공항,2025-01-28 01:00,300,17,,10000,70.0,7,2.0,7.0,,,7.0,6.0,,,1500.0,2500.0,,,-2.4,-5.7,1015.4,1014.5,0.0
113,인천공항,2025-01-28 02:00,290,21,31.0,3000,70.0,7,2.0,7.0,,,7.0,6.0,,,1500.0,2000.0,,,-2.8,-5.8,1015.1,1014.2,0.0
113,인천공항,2025-01-28 03:00,290,17,,800,73.0,8,5.0,8.0,,,7.0,6.0,,,800.0,3000.0,,,-3.4,-4.8,1015.0,1014.1,0.0
113,인천공항,2025-01-28 04:00,290,17,,3000,71.0,8,5.0,8.0,,,7.0,6.0,,,1400.0,5000.0,,,-2.9,-5.9,1014.6,1013.8,0.1
113,인천공항,2025-01-28 05:00,300,14,,4000,71.0,8,5.0,8.0,,,7.0,6.0,,,1200.0,5000.0,,,-3.3,-5.1,1014.3,1013.4,0.0
113,인천공항,2025-01-28 06:00,290,18,,1500,71.0,8,5.0,8.0,,,7.0,6.0,,,1500.0,5000.0,,,-3.3,-5.6,1014.2,1013.3,0.0
113,인천공항,2025-01-28 07:00,300,15,,3500,71.0,8,5.0,8.0,,,7.0,6.0,,,1400.0,5000.0,,,-3.2,-6.1,1014.4,1013.5,0.0
113,인천공항,2025-01-28 08:00,320,12,,4000,71.0,8,5.0,8.0,,,7.0,6.0,,,1600.0,4500.0,,,-3.6,-5.7,1014.9,1014.0,0.0
113,인천공항,2025-01-28 09:00,320,10,,2000,71.0,8,5.0,8.0,,,7.0,6.0,,,1500.0,4000.0,,,-3.8,-5.3,1015.4,1014.5,0.0
113,인천공항,2025-01-28 10:00,310,10,,1500,71.0,8,5.0,8.0,,,7.0,6.0,,,1200.0,4000.0,,,-3.4,-5.0,1015.6,1014.7,0.1
113,인천공항,2025-01-28 11:00,320,13,,5000,71.0,8,5.0,8.0,,,7.0,6.0,,,1500.0,4000.0,,,-3.1,-5.5,1016.0,1015.1,0.1
113,인천공항,2025-01-28 12:00,310,14,,3500,71.0,8,5.0,8.0,,,7.0,6.0,,,1400.0,4000.0,,,-3.3,-6.0,1016.0,1015.1,0.0
113,인천공항,2025-01-28 13:00,310,13,,4500,70.0,8,5.0,8.0,,,7.0,6.0,,,1300.0,3500.0,,,-3.4,-6.1,1016.0,1015.1,0.0
113,인천공항,2025-01-28 14:00,310,14,,5000,70.0,6,6.0,,,,7.0,,,,1700.0,,,,-3.1,-6.5,1016.1,1015.2,0.0
113,인천공항,2025-01-28 15:00,310,14,,4000,71.0,7,7.0,,,,7.0,,,,1300.0,,,,-3.4,-6.0,1016.6,1015.7,0.0
113,인천공항,2025-01-28 16:00,320,15,,3000,71.0,7,5.0,7.0,,,7.0,6.0,,,1400.0,3000.0,,,-3.5,-6.4,1017.4,1016.5,0.0
113,인천공항,2025-01-28 17:00,310,16,,5000,71.0,6,5.0,6.0,,,7.0,6.0,,,1600.0,3500.0,,,-3.6,-7.6,1018.1,1017.2,0.0
113,인천공항,2025-01-28 22:00,320,15,,10000,70.0,7,7.0,,,,6.0,,,,2500.0,,,,-3.9,-7.6,1021.3,1020.4,0.0
113,인천공항,2025-01-28 23:00,310,15,,10000,70.0,7,7.0,,,,6.0,,,,2500.0,,,,-3.8,-7.8,1021.8,1020.9,0.0
113,인천공항,2025-01-31 03:00,40,5,,10000,71.0,8,5.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,3500.0,6500.0,,-2.5,-8.7,1028.7,1027.8,0.0
113,인천공항,2025-01-31 04:00,30,7,,10000,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,3000.0,4500.0,6500.0,,-3.0,-7.6,1027.9,1027.1,0.0
113,인천공항,2025-01-31 05:00,40,10,,10000,70.0,8,4.0,7.0,8.0,,6.0,6.0,4.0,,3000.0,4500.0,6500.0,,-3.7,-7.8,1028.0,1027.1,0.0
113,인천공항,2025-01-31 06:00,40,9,,10000,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4500.0,6500.0,,-3.5,-6.4,1028.2,1027.3,0.0
113,인천공항,2025-01-31 07:00,60,8,,10000,70.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4500.0,6500.0,,-3.3,-6.1,1028.2,1027.3,0.0
113,인천공항,2025-01-31 08:00,50,9,,10000,70.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4500.0,6500.0,,-3.2,-5.6,1028.6,1027.7,0.0
113,인천공항,2025-01-31 09:00,50,7,,10000,70.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4000.0,6500.0,,-3.2,-5.0,1028.7,1027.8,0.1
113,인천공항,2025-01-31 11:00,50,8,,9000,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2000.0,4000.0,6500.0,,-2.4,-4.5,1029.2,1028.3,0.0
113,인천공항,2025-01-31 12:00,40,8,,8000,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4000.0,6500.0,,-1.9,-3.7,1028.4,1027.5,0.0
113,인천공항,2025-01-31 13:00,50,7,,4500,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4000.0,6500.0,,-1.8,-3.4,1027.4,1026.6,0.1
113,인천공항,2025-01-31 14:00,50,6,,2500,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2500.0,4000.0,6500.0,,-1.8,-3.1,1027.3,1026.4,0.1
113,인천공항,2025-01-31 15:00,50,7,,2500,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2000.0,4000.0,6500.0,,-1.7,-2.5,1026.0,1025.2,0.3
113,인천공항,2025-01-31 16:00,40,5,,3000,70.0,8,7.0,8.0,,,6.0,4.0,,,2500.0,7000.0,,,-1.3,-2.2,1026.0,1025.2,0.1
113,인천공항,2025-01-31 17:00,40,4,,1800,71.0,8,7.0,8.0,,,6.0,4.0,,,3000.0,7000.0,,,-1.0,-1.7,1026.0,1025.2,0.1
113,인천공항,2025-01-31 18:00,50,2,,2000,71.0,8,5.0,7.0,8.0,,6.0,6.0,4.0,,2000.0,3500.0,7000.0,,-0.9,-1.5,1026.1,1025.2,0.3
113,인천공항,2025-01-31 19:00,40,5,,3500,70.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,400.0,3500.0,7000.0,,-0.5,-1.3,1026.5,1025.6,0.0
113,인천공항,2025-01-31 20:00,40,4,,4500,70.0,8,7.0,8.0,,,6.0,4.0,,,3500.0,7000.0,,,-0.4,-1.5,1026.7,1025.8,0.0
113,인천공항,2025-02-06 14:00,200,13,,2500,71.0,8,6.0,7.0,8.0,,6.0,6.0,4.0,,2000.0,3500.0,7000.0,,-1.9,-5.8,1020.1,1019.3,0.0
113,인천공항,2025-02-06 15:00,200,14,,8000,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,1400.0,2500.0,6500.0,,-1.1,-4.0,1019.1,1018.2,0.0
113,인천공항,2025-02-07 03:00,20,4,,4000,71.0,8,4.0,6.0,8.0,,7.0,6.0,3.0,,1500.0,2500.0,12000.0,,-5.0,-8.1,1019.0,1018.1,0.0
113,인천공항,2025-02-07 04:00,10,8,,4000,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,1500.0,2500.0,8000.0,,-5.7,-9.3,1018.1,1017.2,0.1
113,인천공항,2025-02-07 05:00,360,12,,1200,71.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1500.0,2500.0,8000.0,,-6.6,-8.7,1017.4,1016.6,0.1
113,인천공항,2025-02-07 06:00,330,18,,2500,71.0,8,3.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,-6.8,-8.5,1018.2,1017.3,0.0
113,인천공항,2025-02-07 07:00,330,15,,7000,70.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,1400.0,2500.0,8000.0,,-7.4,-11.5,1018.6,1017.7,0.0
113,인천공항,2025-02-07 08:00,340,20,,4000,70.0,8,5.0,8.0,,,6.0,6.0,,,2500.0,5000.0,,,-7.6,-11.7,1020.0,1019.2,0.0
113,인천공항,2025-02-07 09:00,320,21,35.0,4000,70.0,7,4.0,7.0,,,7.0,6.0,,,1300.0,5000.0,,,-7.2,-11.7,1021.4,1020.5,0.0
113,인천공항,2025-02-10 10:00,130,5,,5000,70.0,6,6.0,,,,6.0,,,,3000.0,,,,-2.9,-7.9,1028.3,1027.4,0.0
113,인천공항,2025-02-12 03:00,240,5,,8000,70.0,7,7.0,,,,6.0,,,,3000.0,,,,2.7,-2.3,1023.4,1022.5,0.0
113,인천공항,2025-02-12 04:00,120,4,,6000,71.0,8,4.0,8.0,,,7.0,6.0,,,1600.0,2500.0,,,0.9,-1.5,1021.9,1021.0,0.0
113,인천공항,2025-02-12 05:00,120,6,,800,73.0,8,4.0,8.0,,,7.0,6.0,,,400.0,2000.0,,,-0.1,-1.0,1020.8,1019.9,0.5
113,인천공항,2025-02-12 06:00,90,5,,600,73.0,8,6.0,8.0,,,7.0,6.0,,,200.0,2000.0,,,-0.1,-0.6,1019.4,1018.5,0.8
113,인천공항,2025-02-12 07:00,120,4,,600,73.0,8,6.0,8.0,,,7.0,6.0,,,200.0,2000.0,,,0.3,-0.1,1018.2,1017.3,0.6
113,인천공항,2025-02-12 08:00,130,6,,1400,71.0,8,6.0,8.0,,,7.0,6.0,,,300.0,2000.0,,,0.3,-0.1,1017.1,1016.2,0.2
113,인천공항,2025-02-12 09:00,120,5,,3000,71.0,8,5.0,8.0,,,7.0,6.0,,,400.0,2000.0,,,0.5,-0.2,1017.1,1016.2,0.1
113,인천공항,2025-02-12 10:00,120,5,,1200,68.0,8,6.0,8.0,,,7.0,6.0,,,900.0,2000.0,,,0.5,-0.1,1016.2,1015.3,0.3
113,인천공항,2025-02-12 11:00,110,4,,1200,68.0,8,5.0,8.0,,,7.0,6.0,,,500.0,2000.0,,,0.9,0.2,1015.5,1014.6,0.1
113,인천공항,2025-03-03 04:00,40,18,,8000,68.0,8,2.0,8.0,,,7.0,6.0,,,1000.0,6000.0,,,1.2,0.0,1018.3,1017.4,1.0
113,인천공항,2025-03-03 05:00,40,18,,8000,68.0,8,3.0,7.0,8.0,,7.0,6.0,6.0,,1000.0,3500.0,6000.0,,1.1,-0.3,1019.5,1018.6,0.4
113,인천공항,2025-03-03 06:00,60,13,24.0,8000,68.0,8,3.0,7.0,8.0,,7.0,6.0,6.0,,1000.0,3500.0,6000.0,,1.0,-0.2,1020.6,1019.7,0.5
113,인천공항,2025-03-03 07:00,60,8,,10000,68.0,8,3.0,7.0,8.0,,7.0,6.0,6.0,,1000.0,4000.0,6000.0,,1.5,-0.4,1022.0,1021.1,0.1
113,인천공항,2025-03-04 09:00,70,10,,8000,70.0,8,7.0,8.0,,,6.0,4.0,,,3500.0,8000.0,,,2.2,-3.9,1023.7,1022.9,0.0
113,인천공항,2025-03-04 10:00,70,9,,1500,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,800.0,2000.0,7000.0,,0.3,-0.7,1023.8,1023.0,0.3
113,인천공항,2025-03-04 11:00,50,9,,4000,71.0,8,3.0,7.0,8.0,,7.0,6.0,4.0,,600.0,3000.0,7000.0,,0.7,0.0,1023.9,1023.0,0.4
113,인천공항,2025-03-04 12:00,50,11,,9000,71.0,8,3.0,7.0,8.0,,7.0,6.0,4.0,,800.0,3500.0,7000.0,,1.1,0.1,1023.7,1022.8,0.1
113,인천공항,2025-03-04 13:00,40,9,,3500,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,7000.0,,1.3,0.6,1023.0,1022.2,0.2
113,인천공항,2025-03-04 14:00,50,10,,7000,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,700.0,2500.0,7000.0,,1.8,0.6,1022.1,1021.2,0.2
113,인천공항,2025-03-04 15:00,50,10,,6000,71.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,7000.0,,2.2,0.7,1022.2,1021.4,0.0
113,인천공항,2025-03-04 16:00,50,13,,9000,68.0,7,3.0,5.0,7.0,,7.0,6.0,4.0,,700.0,2500.0,7000.0,,2.4,1.1,1020.8,1019.9,0.2
113,인천공항,2025-03-17 23:00,170,13,,1000,71.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,800.0,2500.0,8000.0,,0.6,-0.1,1014.8,1013.9,0.9
113,인천공항,2025-03-18 00:00,150,12,,4000,70.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,8000.0,,0.9,0.4,1013.9,1013.1,0.7
113,인천공항,2025-03-18 01:00,140,10,,5000,70.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,400.0,2500.0,8000.0,,1.1,0.5,1012.9,1012.0,0.3
113,인천공항,2025-03-18 03:00,190,15,26.0,2500,71.0,8,7.0,8.0,,,7.0,4.0,,,1300.0,10000.0,,,1.1,-0.1,1011.0,1010.1,0.1
113,인천공항,2025-03-18 06:00,10,4,,8000,70.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,1.7,0.1,1010.3,1009.4,0.0
113,인천공항,2025-03-18 07:00,50,5,,5000,70.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,1.1,0.3,1011.0,1010.1,0.2
113,인천공항,2025-03-18 08:00,10,14,,1500,70.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,500.0,3000.0,10000.0,,0.4,-0.6,1012.4,1011.5,0.1
113,인천공항,2025-03-18 09:00,360,13,,6000,71.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,0.5,-1.2,1013.8,1012.9,0.1
113,인천공항,2025-03-18 10:00,340,13,,8000,68.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1200.0,3000.0,10000.0,,0.7,-1.0,1015.0,1014.1,0.0
113,인천공항,2025-03-18 11:00,330,18,,8000,68.0,8,6.0,7.0,8.0,,7.0,6.0,4.0,,1400.0,3000.0,10000.0,,1.0,-1.2,1015.5,1014.6,0.0
113,인천공항,2025-12-13 17:00,340,5,,5000,68.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,1000.0,2000.0,8000.0,,2.0,1.2,1020.3,1019.4,0.8
113,인천공항,2025-12-13 18:00,320,11,,5000,68.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,700.0,2000.0,8000.0,,1.4,0.3,1020.5,1019.6,0.3
113,인천공항,2025-12-13 19:00,330,11,,5000,68.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,600.0,2000.0,8000.0,,0.9,0.1,1020.6,1019.7,0.2
113,인천공항,2025-12-13 20:00,340,8,,8000,68.0,8,4.0,7.0,8.0,,7.0,6.0,4.0,,600.0,5000.0,8000.0,,0.5,-0.6,1020.6,1019.7,0.1
113,인천공항,2025-12-14 03:00,350,9,,10000,68.0,8,8.0,,,,6.0,,,,3000.0,,,,0.4,-3.6,1018.9,1018.0,0.0
113,인천공항,2025-12-14 04:00,340,6,,10000,68.0,8,8.0,,,,6.0,,,,2500.0,,,,0.0,-2.7,1019.0,1018.1,0.0
113,인천공항,2025-12-30 23:00,350,9,,10000,70.0,7,7.0,,,,6.0,,,,4000.0,,,,-0.8,-8.0,1027.6,1026.7,0.0
113,인천공항,2025-12-31 00:00,330,12,,10000,70.0,7,7.0,,,,6.0,,,,4000.0,,,,-0.9,-12.4,1027.8,1026.9,0.0
